force,intelligence,agilite,chance,experience,niveau_quete,equipement,fatigue,survie
38.52142919229749,31.959818254342153,27.959754525911098,24.041677639819287,0.46798356100860794,3,13.777466758976015,16.685430556951093,0
74.97988950401422,94.46974381141752,10.070088925691289,99.29904033620957,15.437037740692913,10,52.475643163223786,43.194501864211574,1
78.76433945605655,30.99085529881075,43.68209952651108,80.66583652537122,4.991844553958994,7,98.99385314840728,37.34103145983839,1
50.53059844639466,87.6880702273941,72.53152871382157,44.68748522859245,15.159662522202142,6,87.36932106048627,46.40914962437608,1
91.83883618709038,33.290198344001524,69.62700559185838,38.053996848046985,13.00170052944527,10,56.77003278199915,3.1313292455558583,1
37.79976597381383,31.818159875692626,19.79622306417506,61.339957696485946,1.562502780077471,2,9.759909922897931,19.4338644844741,0
57.02336274218452,53.56740207895621,64.22772674924288,82.19772826786357,1.8637660919942705,7,46.936059228254784,37.64170627228988,1
32.78354881871625,94.75438851328013,48.17879924343034,93.36707906620141,16.27692563754861,7,62.50192888948997,44.94506741382034,1
63.296117830874834,59.56488938538635,43.73608964950321,60.5119083262931,9.573171868844746,3,7.607850486168974,56.127719756949624,1
57.101640734341984,41.01676506976381,44.315657079732176,0.47143778530101377,15.91026028159451,4,53.79653431858302,69.55160864261275,0
50.153061236738466,87.14267852789905,69.9432733244268,72.5306439735734,22.011695975381443,10,68.48722277386501,94.50105634765634,0
37.313974962249446,88.48355604789127,54.22320465492187,90.64821699311439,7.950086874296597,1,33.60661246923176,64.76901205413623,1
59.93967559428825,71.02268258126325,44.69659942717966,72.31924296012433,10.388246675970429,8,97.14548519562595,19.392175921245315,1
74.29455206802402,64.06118237355278,67.55346887476092,54.75236553031469,7.5219577454192414,1,69.90961940195768,28.67467099926995,1
41.05641232240147,67.09162102312274,71.26349063992902,57.78411249854228,11.194579114327292,6,24.20552715115004,67.21355474058785,1
79.19457831798132,38.96917491780738,22.670594215217896,58.21972156672826,6.805795401088166,1,74.52152631896288,25.409938837035934,1
55.50602618913871,57.778738310950445,84.28503138419146,41.37993885625565,2.404413777285519,9,57.63750952409864,37.07147424103762,1
52.83683803101473,63.11734045696407,86.32018060142943,33.21474649436401,16.499601150854478,10,69.28673373317741,46.164512388971,0
12.791467268035488,14.413181715946699,10.943535541706897,11.394356762960909,1.4007156599455426,1,8.466611422383059,98.56324291878093,0
58.39087485552369,89.63351627784859,41.72470636785572,62.26179592928092,23.11684829968523,9,76.54007076432222,40.253079192310935,1
93.03922519005201,84.4853861892112,29.24358442695072,31.352417874712007,8.134992453981694,4,20.994063537485797,84.65023138339373,1
65.440703841938,71.81663090929477,52.52309093027921,63.08837628044895,24.472321456875225,3,73.5227933106268,94.46707938995894,1
54.625884690943195,39.76214938990223,66.12260576307526,35.26951261967702,0.607899160786346,1,22.616226305266025,14.918257661960116,1
52.43156321692241,58.5921554107186,39.92250914011541,59.748847015194094,5.722924691708383,8,23.013850240245127,30.569701928718185,1
34.907474683761976,35.78765867237889,53.768525629052455,98.95025252216247,1.7604032712385975,2,46.90043360195018,99.00538501042632,0
52.22305853262613,50.910472229858044,51.07452251961328,42.35420360977797,2.9359184426449336,10,36.79123425785106,25.620694359445807,1
66.51049734537725,27.4846558160838,16.38468252999349,45.71054444924995,1.2692132759849235,3,33.79951568515358,37.5582952639944,0
51.90382163192142,58.838017123681894,35.7887126915456,63.174993451210966,0.7625062484762357,4,3.88347344294232,30.326551467322282,1
76.78857289549354,99.13129575976924,81.43162904034321,92.10115375059907,0.9719001699743651,10,51.62540486440426,38.24579408989239,0
52.91825891764984,71.80744779074814,50.83329005048297,6.584571310584542,1.9614095335566488,5,31.060020459882203,8.087296661719767,0
92.36923548638325,49.8117006757994,31.58086232416629,18.448596107316256,4.571649927682683,5,63.82705938433504,51.66962574265666,1
71.19290319229123,36.98111631482229,13.172928952849821,20.814818302507796,11.837593334328032,5,72.8247096480568,15.570665469564709,1
78.70279807035199,82.62216793457016,41.16738889804607,51.82064316456503,16.244342066069084,10,61.585009805221645,63.50936508676438,1
50.12545034320351,64.25959364753288,56.347745264757805,24.664098437328672,1.764218685010746,7,99.44251597125168,86.71989335550037,0
91.46734083343867,82.57000706467821,31.22408353472006,83.85755281695599,15.64849175253932,1,38.83571691471742,94.32103851736383,1
11.639964308639476,18.499866468033556,71.47060960747211,16.40697836142061,7.9743907573440325,10,68.16136689727898,34.062456946424,0
86.96673208906395,98.73296303711415,15.783726533512926,47.61514285440209,24.189513788006188,4,15.323186313391684,85.0368850984515,0
64.88072343171133,81.05651842967987,63.63214161012071,93.76815930432082,23.58412751843012,5,87.19379119600984,64.39452562684247,1
64.82805953415388,59.48090431096017,54.881758725465545,18.998639844567705,1.3371324186842226,9,70.82858864573538,90.32357785694082,0
39.7210263108722,23.331376447810385,23.668165890339242,94.03661388851678,13.842576308645018,5,55.1424717662608,79.15790437258485,1
42.30235040066577,61.981155292949424,57.66122005493508,13.315562741374496,8.772875313801967,2,78.11911663844809,68.8030010175039,0
80.65228687617353,80.56441043927576,79.9162900488563,94.59484543883883,0.7330241084601274,9,33.39350856340768,59.198374710070524,1
68.80498218590589,66.47875340026658,62.70756740298633,41.67001433397338,13.440028411492058,5,65.99581519064377,34.97448308860576,1
42.156062603442514,57.14419075615032,93.5243465227667,83.70363971760003,20.569758796917327,7,49.84179517061693,40.83581355680117,1
81.0579738456838,61.70787515558358,54.264450788812226,11.09390272208347,24.39757653415278,5,52.17003916490864,55.47859981341576,1
81.50869094179538,83.32430863818506,19.336182131729824,36.50445521554869,24.895784375734266,6,27.529429357693008,94.06948062945935,0
99.45131891945458,97.27828376392857,98.10066298900769,96.38690591490567,23.376242319447524,10,97.3184920246999,3.533522280260528,1
19.06481693657662,80.64631902219301,85.59527014337891,47.00860487849676,15.069547050582463,3,75.80297943385352,94.9799913291924,1
87.30913933416053,84.64255558001634,51.808746804247576,12.37302770475268,18.764633668780498,5,79.21480327465419,79.11716303993026,1
34.87492662119543,27.07244407497243,11.90535488770004,13.313968087239225,0.4015563564018996,1,1.6912648995278134,43.23611881275266,0
91.70299064650943,24.52241688143696,25.141624040849116,44.006549434820776,6.027120808240796,9,20.3327532121196,95.40510272587224,0
60.90641202289479,47.90813590164203,35.67787960998145,70.44158760335196,13.007692522594832,6,8.313714900625012,30.77772397710494,0
81.26360555226697,63.09603074238725,53.20413703166276,47.84822007985676,19.61670659860774,2,80.50446675193619,90.31510586766262,0
55.465772864891306,52.192624341689026,33.64008364205321,75.37573293852054,13.686157672477789,1,97.83653012741144,39.65427823212701,1
95.73536740464519,99.63293812580747,97.4605814653977,96.2912219414948,23.918271512476522,10,99.90016287642739,4.926180939928696,1
32.27589984325992,43.866391657319475,78.2011459739443,40.633188545860605,3.4706793162352536,8,27.20269089397194,48.755102635895526,0
78.92441397080418,64.07741582163841,48.953962636252825,12.326859552666738,8.627065695559669,10,30.62062905660481,8.87025337570556,0
24.10674652620189,87.58543177137142,50.71184485888096,13.538092585698905,19.985259972726066,9,54.38923585480415,51.165701354726124,0
88.14709963320281,17.606530691261373,63.75502740298875,98.76312962801336,13.414766149683313,8,48.45229851910213,61.825477153029595,1
25.917080072264948,47.57310833032062,97.13349585884552,92.66447863810396,12.791936052891653,2,27.896494672938186,31.95703598730139,1
10.602135933331791,19.66237496749535,16.34344020989634,39.47476169601232,0.35928639545775365,1,10.287805928347808,23.698497071527807,0
43.367979388566766,49.472899015796514,42.3096906380175,93.79803151991139,14.111463563066032,10,27.02655434792347,36.30822963986351,0
74.6628812198245,55.14437048392218,67.11680375207983,19.160422535836336,3.8214784796083006,7,49.51239203234952,69.55722624853024,0
85.80826317683635,14.647193008706155,11.641823328552494,72.72653161297794,24.93138836920986,6,39.785559904574164,96.94704332753689,0
35.12662762170197,60.05929659773293,98.23439972818964,68.97340251097509,14.290317236747496,3,53.54330234810499,14.355429210462137,1
33.40617959246221,88.24600057952792,51.21690286933334,79.1001551298555,2.182254489741886,4,36.03210960797571,59.388309755789884,1
67.44609899444886,50.08652311651179,74.22857739399166,17.908130011839113,3.4706193360505093,9,65.61367159338118,93.93458110911766,0
73.23822860619565,60.76548519469323,88.95080731999538,21.186750113699027,18.271686880091107,9,38.20007240212949,36.54600094746603,1
80.33630335762734,84.51467984597427,77.54517322887821,81.9583417827564,20.628316917319932,5,81.45747202313821,66.51972206962002,1
41.77335322267906,54.497983184147316,43.17404725710655,43.92499864824168,4.626797856696064,9,41.59124247658532,43.874467538833905,0
25.95572439064522,11.99857337172451,16.87076172774389,58.8564379552068,1.2945844294093278,3,18.831241592142536,16.745280732854305,0
51.33844367905286,65.7557033220383,61.54388844898123,23.650739175947606,7.793051694888706,5,97.78571939050751,14.312798554846962,1
70.18541167440466,44.116641229765804,61.45925405938379,5.682323483353736,11.425005482041959,4,43.837237433622036,79.72953657795536,1
88.00091341365186,39.23442898655892,23.878968889342,58.84519990128366,10.035981178139055,5,94.80396483427235,47.95373972820139,1
61.51718465902904,74.59801052610618,86.47409635371858,22.52045747287557,16.007946030158866,5,60.72440735283362,72.3274345366491,1
98.44998762354592,94.14477268626797,18.050780858285226,61.86595241501318,15.167876159571398,6,12.319631964663618,46.25481796310857,0
31.231543113557308,24.896845933056078,26.768879154470863,85.37417101022429,8.303660316373474,6,51.88380571260721,59.127543574492925,1
70.07133621495029,40.115800575115074,70.00497515073432,45.8351824231849,13.434890073448072,6,43.85383977463845,34.28672413273594,1
26.310987903317333,78.521425509495,35.2916095951867,54.853099546553175,10.473136237613698,8,35.57365855663787,78.04957075460877,0
27.879342060170316,99.38853289206891,43.76966964051039,60.15748320010431,21.515800447268347,8,45.10975051656213,59.53850173200438,0
37.45135723601784,80.12849101205018,35.720631619909994,13.28947010632854,11.801673627749981,8,49.37268021170372,29.404467922097155,0
64.0543974193793,64.85059744106245,78.26781405331204,19.268333139818395,8.359070282762055,7,76.76692772801796,90.5996397441963,0
10.761590669810346,14.68457792098571,31.479166865421927,69.30315477191363,0.08128797751045047,3,7.616656921299128,9.80565498467264,0
64.2360879440875,62.18651206283758,76.70164754350098,74.8731786679456,20.132874183947628,8,58.89067727422636,69.89875276744,1
40.24921477079105,44.65738651305067,74.81679092605599,11.170173115966243,2.1377132713617018,7,8.481280954668835,12.27768896627085,0
98.21248007080608,92.49522542086503,21.717317142996702,84.25965982803937,9.076480304877263,7,18.041909224686286,77.44893447094805,0
61.778630381676706,87.93813227848626,80.54423176639042,22.61018581898073,23.68467975897913,7,95.78208907576365,67.99131535683891,1
46.24902643982601,59.00434659478442,81.44719213583005,39.75492518509769,20.873255919982476,4,25.291048445013217,63.040061086547,1
83.24154196637703,95.37636071006142,82.45226883777514,53.35876999578551,2.0262404401384435,10,63.18967214828807,12.385276305636193,1
56.216702326875456,47.92239306510925,48.0155058130096,69.853300709163,1.753712786234496,8,53.524278527131834,40.43815015490243,1
73.96567943283051,44.60927301697408,62.71010881732823,79.38873329819306,1.7062426338522896,8,47.48773585428974,74.08595741043398,0
96.98324686526027,99.77043468269817,95.67500638710604,97.41877470966206,23.53982244478439,10,97.69921389454096,1.6201387789158461,1
10.77336070441618,13.116662754524953,12.371186543501848,11.721918660221167,0.7030803222684376,1,4.127935506067523,97.04925549688953,0
16.99888096710614,10.210545156320043,97.09294493863779,10.472843670254642,2.577343650343622,5,9.158207332663416,91.73135754622427,0
57.405317153544786,71.67603789513433,84.91783343505634,75.9002397768605,23.0656114786145,9,87.6910625807141,70.95173909391916,1
39.69170019991617,98.60148349216533,31.182804341055178,73.50176552641196,23.131207935391647,7,47.79032907185898,47.32101180813334,1
74.81497569464076,23.458460637418533,18.43525319461025,81.58076541631877,19.90129096240441,4,95.33648195605211,15.955023662162782,1
41.50044186438515,36.02834428886394,33.84766008146046,72.66598982903258,8.496874094201653,7,44.26912698091104,8.586416391501984,1
66.89278834532625,56.00840549393659,51.34085283274322,88.89988400762046,10.437652100697303,3,8.700988739009299,2.126941085038714,1
